NONHSAG000001 DDX11L1
NONHSAG014349 ENSG00000259069
NONHSAG014358 ENSG00000258768
NONHSAG014360 NONHSAG014361
NONHSAG014360 SNORD126
NONHSAG014361 NONHSAG014360
NONHSAG014362 ENSG00000259001
NONHSAG014362 RNaseP_nuc
NONHSAG014363 ENSG00000254846
NONHSAG014369 ENSG00000258515
NONHSAG014372 ENSG00000258908
NONHSAG014375 ENSG00000258573
NONHSAG014380 ENSG00000258451
NONHSAG014380 NONHSAG014381
NONHSAG014381 NONHSAG014380
NONHSAG014386 NONHSAG014387
NONHSAG014386 ENSG00000258772
NONHSAG014386 ENSG00000258918
NONHSAG014387 NONHSAG014386
NONHSAG014387 ENSG00000258772
NONHSAG014387 ENSG00000258918
NONHSAG014394 ENSG00000258471
NONHSAG014400 ENSG00000258604
NONHSAG014400 TPPP2
NONHSAG014402 NDRG2
NONHSAG014406 RP11-998D10.7
NONHSAG014410 ENSG00000178107
NONHSAG014424 CHD8
NONHSAG014425 NONHSAG014426
NONHSAG014425 METTL3
NONHSAG014426 NONHSAG014425
NONHSAG014429 ENSG00000257096
NONHSAG014435 ENSG00000248358
NONHSAG014436 NONHSAG014439
NONHSAG014436 NONHSAG014441
NONHSAG014436 NONHSAG014455
NONHSAG014436 ENSG00000259042
NONHSAG014436 NONHSAG014452
NONHSAG014439 NONHSAG014436
NONHSAG014441 NONHSAG014436
NONHSAG014448 NONHSAG014453
NONHSAG014448 NONHSAG014454
NONHSAG014448 ENSG00000251002
NONHSAG014452 NONHSAG014436
NONHSAG014453 NONHSAG014448
NONHSAG014453 NONHSAG014454
NONHSAG014453 ENSG00000251002
NONHSAG014454 NONHSAG014453
NONHSAG014454 NONHSAG014448
NONHSAG014454 ENSG00000251002
NONHSAG014455 ENSG00000259042
NONHSAG014455 NONHSAG014436
NONHSAG014461 ENSG00000258458
NONHSAG014462 NONHSAG014463
NONHSAG014462 ENSG00000258458
NONHSAG014463 NONHSAG014462
NONHSAG014463 ENSG00000258458
NONHSAG014473 ENSG00000257285
NONHSAG014475 ENSG00000258457
NONHSAG014489 PPP1R3E
NONHSAG014490 PABPN1
NONHSAG014499 NGDN
NONHSAG014502 ENSG00000258727
NONHSAG014502 ENSG00000157306
NONHSAG014502 RP11-66N24.4
NONHSAG014504 NONHSAG014505
NONHSAG014505 NONHSAG014504
NONHSAG014509 ENSG00000258464
NONHSAG014513 ENSG00000285727
NONHSAG014514 ENSG00000259334
NONHSAG014516 ENSG00000285467
NONHSAG014517 ENSG00000285467
NONHSAG014518 ENSG00000286931
NONHSAG014518 ENSG00000285467
NONHSAG014524 ENSG00000259321
NONHSAG014535 REC8
NONHSAG014540 ENSG00000287765
NONHSAG014543 ENSG00000278784
NONHSAG014543 CHMP4A
NONHSAG014543 ENSG00000260669
NONHSAG014543 IPO4
NONHSAG014543 AL136419.6
NONHSAG014548 RABGGTA
NONHSAG014549 ENSG00000286825
NONHSAG014549 ENSG00000288044
NONHSAG014560 ENSG00000258744
NONHSAG014562 ENSG00000258657
NONHSAG014562 RP11-104E19.1
NONHSAG014564 ENSG00000258098
NONHSAG014574 ENSG00000262119
NONHSAG014574 NOVA1
NONHSAG014575 ENSG00000257842
NONHSAG014575 ENSG00000258081
NONHSAG014577 ENSG00000257842
NONHSAG014577 ENSG00000258081
NONHSAG014578 ENSG00000286479
NONHSAG014579 RP11-384J4.1
NONHSAG014579 ENSG00000257842
NONHSAG014579 ENSG00000258081
NONHSAG014584 ENSG00000257869
NONHSAG014587 ENSG00000258175
NONHSAG014590 ENSG00000257056
NONHSAG014592 ENSG00000257748
NONHSAG014595 NONHSAG068668
NONHSAG014595 CTD-2384A14.1
NONHSAG014595 ENSG00000258038
NONHSAG014598 ENSG00000257523
NONHSAG014598 ENSG00000257522
NONHSAG014602 ENSG00000257522
NONHSAG014603 ENSG00000258107
NONHSAG014605 PRKD1
NONHSAG014606 PRKD1
NONHSAG014608 ENSG00000257120
NONHSAG014609 PRKD1
NONHSAG014610 ENSG00000257904
NONHSAG014611 ENSG00000248975
NONHSAG014611 PRKD1
NONHSAG014616 ENSG00000257636
NONHSAG014621 SCFD1
NONHSAG014624 ENSG00000258558
NONHSAG014629 ENSG00000258525
NONHSAG014633 HECTD1
NONHSAG014643 ENSG00000257831
NONHSAG014646 ENSG00000250365
NONHSAG014648 NUBPL
NONHSAG014649 ENSG00000258196
NONHSAG014652 ENSG00000257472
NONHSAG014658 ENSG00000258580
NONHSAG014667 ENSG00000258897
NONHSAG014672 ENSG00000259135
NONHSAG014676 NONHSAG069147
NONHSAG014677 NONHSAG069147
NONHSAG014678 NONHSAG069147
NONHSAG014679 ENSG00000258738
NONHSAG014685 FAM177A1
NONHSAG014691 KIAA0391
NONHSAG014711 RALGAPA1
NONHSAG014712 ENSG00000258938
NONHSAG014714 ENSG00000257272
NONHSAG014714 BRMS1L
NONHSAG014715 BRMS1L
NONHSAG014717 ENSG00000257614
NONHSAG014721 ENSG00000257826
NONHSAG014722 ENSG00000258844
NONHSAG014722 ENSG00000258342
NONHSAG014722 RP11-116N8.1
NONHSAG014728 ENSG00000283098
NONHSAG014730 ENSG00000229415
NONHSAG014731 ENSG00000283098
NONHSAG014734 ENSG00000258661
NONHSAG014736 PAX9
NONHSAG014739 ENSG00000258690
NONHSAG014740 ENSG00000258601
NONHSAG014742 ENSG00000258827
NONHSAG014742 SLC25A21
NONHSAG014743 MIPOL1
NONHSAG014748 ENSG00000259087
NONHSAG014749 MIPOL1
NONHSAG014753 TTC6
NONHSAG014754 TTC6
NONHSAG014755 ENSG00000259091
NONHSAG014756 TTC6
NONHSAG014757 TTC6
NONHSAG014759 ENSG00000258696
NONHSAG014759 ENSG00000259048
NONHSAG014760 ENSG00000258649
NONHSAG014762 ENSG00000259072
NONHSAG014764 ENSG00000259070
NONHSAG014769 SEC23A
NONHSAG014774 RP11-545M17.1
NONHSAG014774 ENSG00000258651
NONHSAG014778 ENSG00000259083
NONHSAG014781 PNN
NONHSAG014785 ENSG00000258940
NONHSAG014788 CTAGE5
NONHSAG014791 RP11-111A21.1
NONHSAG014791 NONHSAG068728
NONHSAG014791 ENSG00000258526
NONHSAG014792 NONHSAG068728
NONHSAG014792 ENSG00000258526
NONHSAG014793 ENSG00000258526
NONHSAG014794 ENSG00000258526
NONHSAG014795 ENSG00000258526
NONHSAG014805 NONHSAG014806
NONHSAG014805 ENSG00000258636
NONHSAG014806 NONHSAG014805
NONHSAG014806 ENSG00000258636
NONHSAG014807 NONHSAG014808
NONHSAG014808 NONHSAG014807
NONHSAG014812 NONHSAG014813
NONHSAG014812 ENSG00000258394
NONHSAG014812 ENSG00000258850
NONHSAG014813 NONHSAG014812
NONHSAG014813 ENSG00000258394
NONHSAG014813 ENSG00000258850
NONHSAG014820 NONHSAG014821
NONHSAG014820 RP11-305B6.2
NONHSAG014820 ENSG00000258969
NONHSAG014821 RP11-305B6.2
NONHSAG014821 NONHSAG014820
NONHSAG014821 ENSG00000258969
NONHSAG014824 ENSG00000258747
NONHSAG014825 ENSG00000259126
NONHSAG014825 ENSG00000258998
NONHSAG014825 ENSG00000258487
NONHSAG014826 NONHSAG014827
NONHSAG014826 ENSG00000258633
NONHSAG014827 NONHSAG014826
NONHSAG014827 ENSG00000258633
NONHSAG014828 ENSG00000258949
NONHSAG014828 ENSG00000258633
NONHSAG014829 KLHL28
NONHSAG014834 ENSG00000249163
NONHSAG014844 NONHSAG014846
NONHSAG014846 NONHSAG014844
NONHSAG014846 ENSG00000257900
NONHSAG014852 NONHSAG014853
NONHSAG014853 NONHSAG014852
NONHSAG014856 MDGA2
NONHSAG014857 MDGA2
NONHSAG014860 NONHSAG069721
NONHSAG014860 LINC00648
NONHSAG014862 ENSG00000286595
NONHSAG014863 ENSG00000258751
NONHSAG014863 ENSG00000289195
NONHSAG014866 ENSG00000258751
NONHSAG014873 RPS29
NONHSAG014877 ENSG00000258377
NONHSAG014885 NEMF
NONHSAG014891 ENSG00000282885
NONHSAG014891 RN7SL2
NONHSAG014900 NONHSAG014901
NONHSAG014901 NONHSAG014900
NONHSAG014902 NONHSAG014904
NONHSAG014903 NONHSAG014904
NONHSAG014904 NONHSAG014902
NONHSAG014904 NONHSAG014903
NONHSAG014904 ENSG00000289531
NONHSAG014904 RP11-58E21.3
NONHSAG014904 RP11-58E21.4
NONHSAG014904 RP11-58E21.5
NONHSAG014904 RP11-58E21.7
NONHSAG014910 ENSG00000259071
NONHSAG014910 CDKL1
NONHSAG014914 ENSG00000258857
NONHSAG014916 ENSG00000259113
NONHSAG014922 SAV1
NONHSAG014923 SAV1
NONHSAG014926 ENSG00000270062
NONHSAG014928 ENSG00000258843
NONHSAG014932 ENSG00000258745
NONHSAG014934 ENSG00000258711
NONHSAG014937 ENSG00000259055
NONHSAG014941 ENSG00000258955
NONHSAG014943 ENSG00000258942
NONHSAG014944 ENSG00000258808
NONHSAG014950 ENSG00000259111
NONHSAG014951 ENSG00000258535
NONHSAG014956 ENSG00000259007
NONHSAG014957 ENSG00000258854
NONHSAG014962 ENSG00000258694
NONHSAG014969 ENSG00000258757
NONHSAG014976 ENSG00000259049
NONHSAG014976 RP11-589M4.1
NONHSAG014982 ENSG00000285664
NONHSAG014987 DDHD1
NONHSAG014988 ENSG00000258985
NONHSAG014992 NONHSAG068776
NONHSAG014992 ENSG00000258731
NONHSAG014992 ENSG00000237356
NONHSAG014992 AL163953.3
NONHSAG015000 NONHSAG068776
NONHSAG015000 ENSG00000258731
NONHSAG015000 ENSG00000237356
NONHSAG015000 AL163953.3
NONHSAG015001 ENSG00000225680
NONHSAG015016 ENSG00000285774
NONHSAG015033 ENSG00000258050
NONHSAG015036 ENSG00000258413
NONHSAG015039 ENSG00000258455
NONHSAG015044 KTN1-AS1
NONHSAG015045 KTN1
NONHSAG015048 NONHSAG015050
NONHSAG015048 NONHSAG015049
NONHSAG015048 ENSG00000258784
NONHSAG015049 NONHSAG015048
NONHSAG015049 ENSG00000258784
NONHSAG015050 NONHSAG015048
NONHSAG015050 ENSG00000258784
NONHSAG015052 ENSG00000259868
NONHSAG015055 ENSG00000259483
NONHSAG015057 ENSG00000259719
NONHSAG015058 ENSG00000259719
NONHSAG015061 TMEM260
NONHSAG015063 ENSG00000258803
NONHSAG015063 TMEM260
NONHSAG015066 ENSG00000258428
NONHSAG015074 ENSG00000258776
NONHSAG015076 ENSG00000286257
NONHSAG015077 NONHSAG015079
NONHSAG015077 ENSG00000258592
NONHSAG015077 ENSG00000286257
NONHSAG015079 NONHSAG015077
NONHSAG015079 ENSG00000258592
NONHSAG015079 ENSG00000286257
NONHSAG015080 ENSG00000258592
NONHSAG015091 SLC35F4
NONHSAG015097 C14orf37
NONHSAG015102 ACTR10
NONHSAG015106 ENSG00000258682
NONHSAG015106 PSMA3
NONHSAG015108 ENSG00000279636
NONHSAG015110 ARID4A
NONHSAG015111 ENSG00000258658
NONHSAG015112 ENSG00000258378
NONHSAG015115 KIAA0586
NONHSAG015131 JKAMP
NONHSAG015136 RTN1
NONHSAG015139 ENSG00000258553
NONHSAG015140 ENSG00000258553
NONHSAG015144 PCNXL4
NONHSAG015150 ENSG00000254718
NONHSAG015153 ENSG00000258556
NONHSAG015155 ENSG00000258670
NONHSAG015158 NONHSAG015160
NONHSAG015159 NONHSAG015161
NONHSAG015159 NONHSAG015163
NONHSAG015160 NONHSAG015158
NONHSAG015161 NONHSAG015159
NONHSAG015163 NONHSAG015159
NONHSAG015164 ENSG00000258892
NONHSAG015164 RP11-193F5.1
NONHSAG015169 ENSG00000247287
NONHSAG015169 AL359220.1
NONHSAG015170 PRKCH
NONHSAG015174 ENSG00000258926
NONHSAG015175 PRKCH
NONHSAG015176 ENSG00000250548
NONHSAG015177 ENSG00000232774
NONHSAG015179 ENSG00000258667
NONHSAG015181 ENSG00000258667
NONHSAG015182 NONHSAG015184
NONHSAG015182 ENSG00000258667
NONHSAG015183 ENSG00000258964
NONHSAG015183 HIF1A
NONHSAG015183 RP11-618G20.1
NONHSAG015184 NONHSAG015182
NONHSAG015184 ENSG00000258667
NONHSAG015186 ENSG00000258842
NONHSAG015187 ENSG00000258903
NONHSAG015189 RP11-355I22.6
NONHSAG015194 ENSG00000259093
NONHSAG015199 ENSG00000258800
NONHSAG015201 ENSG00000274015
NONHSAG015211 ENSG00000214770
NONHSAG015215 NONHSAG015217
NONHSAG015215 ENSG00000272909
NONHSAG015215 ENSG00000258824
NONHSAG015217 ENSG00000272909
NONHSAG015217 NONHSAG015215
NONHSAG015217 ENSG00000258824
NONHSAG015220 ENSG00000259116
NONHSAG015221 ENSG00000259076
NONHSAG015228 NONHSAG015229
NONHSAG015229 NONHSAG015228
NONHSAG015231 FNTB
NONHSAG015234 ENSG00000259118
NONHSAG015234 AL139022.1
NONHSAG015236 NONHSAG015239
NONHSAG015239 NONHSAG015236
NONHSAG015239 NONHSAG015242
NONHSAG015239 ENSG00000258760
NONHSAG015239 CTD-2509G16.5
NONHSAG015242 NONHSAG015239
NONHSAG015242 ENSG00000258760
NONHSAG015242 CTD-2509G16.5
NONHSAG015257 ENSG00000258561
NONHSAG015257 RP11-72M17.1
NONHSAG015260 GPHN
NONHSAG015269 ENSG00000286319
NONHSAG015282 RP11-643G16.3
NONHSAG015285 NONHSAG015286
NONHSAG015286 NONHSAG015285
NONHSAG015289 ZFYVE26
NONHSAG015293 ENSG00000258837
NONHSAG015299 RAD51B
NONHSAG015300 RAD51B
NONHSAG015301 RAD51B
NONHSAG015309 ACTN1
NONHSAG015311 ACTN1
NONHSAG015316 ENSG00000258957
NONHSAG015319 ENSG00000258520
NONHSAG015323 ENSG00000280073
NONHSAG015341 ENSG00000258422
NONHSAG015343 ENSG00000258422
NONHSAG015344 ENSG00000259033
NONHSAG015347 COX16
NONHSAG015347 SYNJ2BP-COX16
NONHSAG015348 ADAM20P1
NONHSAG015348 ENSG00000257759
NONHSAG015352 ENSG00000245466
NONHSAG015352 ENSG00000259115
NONHSAG015352 CTD-2540L5.5
NONHSAG015355 MAP3K9
NONHSAG015358 ENSG00000275630
NONHSAG015358 NONHSAG069862
NONHSAG015362 ENSG00000287643
NONHSAG015362 RP5-1163L11.2
NONHSAG015362 NONHSAG015367
NONHSAG015362 NONHSAG015368
NONHSAG015362 ENSG00000269927
NONHSAG015362 RP6-91H8.3
NONHSAG015362 NONHSAG015372
NONHSAG015362 NONHSAG015363
NONHSAG015362 NONHSAG069295
NONHSAG015362 ENSG00000286423
NONHSAG015363 ENSG00000287643
NONHSAG015363 NONHSAG015362
NONHSAG015367 NONHSAG015362
NONHSAG015368 NONHSAG015362
NONHSAG015369 PCNX
NONHSAG015372 NONHSAG015362
NONHSAG015372 ENSG00000286423
NONHSAG015373 RP6-91H8.5
NONHSAG015375 ENSG00000259146
NONHSAG015380 ENSG00000266869
NONHSAG015381 RGS6
NONHSAG015385 ENSG00000258871
NONHSAG015386 RGS6
NONHSAG015387 DPF3
NONHSAG015399 ENSG00000258813
NONHSAG015404 PSEN1
NONHSAG015406 PSEN1
NONHSAG015411 ENSG00000258944
NONHSAG015412 ENSG00000285006
NONHSAG015414 ENSG00000251393
NONHSAG015417 ENSG00000258695
NONHSAG015418 ENSG00000258443
NONHSAG015418 HEATR4
NONHSAG015422 ENSG00000258603
NONHSAG015424 ENSG00000258603
NONHSAG015425 ENSG00000279026
NONHSAG015426 ENSG00000258603
NONHSAG015427 ENSG00000258603
NONHSAG015430 ENSG00000258660
NONHSAG015436 ENSG00000259065
NONHSAG015438 ENSG00000258586
NONHSAG015440 NONHSAG015442
NONHSAG015441 ENSG00000258891
NONHSAG015442 NONHSAG015440
NONHSAG015444 NONHSAG015446
NONHSAG015444 NONHSAG015447
NONHSAG015446 NONHSAG015444
NONHSAG015447 NONHSAG015444
NONHSAG015449 NONHSAG015450
NONHSAG015450 NONHSAG015449
NONHSAG015454 ENSG00000258559
NONHSAG015454 ABCD4
NONHSAG015464 ENSG00000258425
NONHSAG015465 ENSG00000258976
NONHSAG015466 AREL1
NONHSAG015471 YLPM1
NONHSAG015479 ENSG00000258646
NONHSAG015480 ENSG00000279594
NONHSAG015485 ZC2HC1C
NONHSAG015489 ENSG00000259138
NONHSAG015490 ENSG00000258820
NONHSAG015493 ENSG00000259319
NONHSAG015501 NONHSAG015502
NONHSAG015501 ENSG00000259103
NONHSAG015502 NONHSAG015501
NONHSAG015502 ENSG00000259103
NONHSAG015505 IFT43
NONHSAG015507 IFT43
NONHSAG015510 ENSG00000258454
NONHSAG015515 ENSG00000258402
NONHSAG015517 ENSG00000258402
NONHSAG015519 ENSG00000259124
NONHSAG015523 ENSG00000258569
NONHSAG015524 ENSG00000259081
NONHSAG015525 ENSG00000258610
NONHSAG015530 ENSG00000258602
NONHSAG015535 ENSG00000289347
NONHSAG015535 ENSG00000258473
NONHSAG015535 RP11-7F17.3
NONHSAG015536 ENSG00000273729
NONHSAG015554 SPTLC2
NONHSAG015555 SPTLC2
NONHSAG015560 ALKBH1
NONHSAG015568 ENSG00000258723
NONHSAG015571 ENSG00000258478
NONHSAG015573 ENSG00000258829
NONHSAG015574 ENSG00000258419
NONHSAG015575 ENSG00000258662
NONHSAG015577 ENSG00000259106
NONHSAG015578 ENSG00000258637
NONHSAG015579 ENSG00000258416
NONHSAG015589 TSHR
NONHSAG015591 NONHSAG015593
NONHSAG015591 ENSG00000284959
NONHSAG015593 NONHSAG015591
NONHSAG015593 ENSG00000284959
NONHSAG015594 ENSG00000286686
NONHSAG015595 GTF2A1
NONHSAG015597 ENSG00000273783
NONHSAG015605 ENSG00000258718
NONHSAG015606 ENSG00000259035
NONHSAG015611 ENSG00000258683
NONHSAG015612 ENSG00000258426
NONHSAG015612 RP11-452D21.1
NONHSAG015614 ENSG00000258532
NONHSAG015623 ENSG00000259044
NONHSAG015624 ENSG00000205562
NONHSAG015624 ENSG00000258902
NONHSAG015625 ENSG00000258814
NONHSAG015627 ENSG00000205562
NONHSAG015633 ENSG00000258912
NONHSAG015634 ENSG00000258994
NONHSAG015636 ENSG00000259061
NONHSAG015641 ENSG00000258958
NONHSAG015642 ENSG00000258859
NONHSAG015644 NONHSAG015645
NONHSAG015644 ENSG00000258770
NONHSAG015644 ENSG00000258807
NONHSAG015645 ENSG00000258770
NONHSAG015645 NONHSAG015644
NONHSAG015645 ENSG00000258807
NONHSAG015646 ENSG00000259077
NONHSAG015650 ENSG00000258826
NONHSAG015650 ENSG00000258407
NONHSAG015650 RP11-300J18.1
NONHSAG015652 NONHSAG015653
NONHSAG015652 ENSG00000258867
NONHSAG015653 NONHSAG015652
NONHSAG015653 ENSG00000258867
NONHSAG015654 ENSG00000258975
NONHSAG015657 ENSG00000258983
NONHSAG015658 ENSG00000258789
NONHSAG015659 NONHSAG015660
NONHSAG015659 ENSG00000278576
NONHSAG015659 ZC3H14
NONHSAG015660 ENSG00000278576
NONHSAG015660 NONHSAG015659
NONHSAG015660 ZC3H14
NONHSAG015666 ENSG00000283627
NONHSAG015669 FOXN3
NONHSAG015670 FOXN3
NONHSAG015671 NONHSAG015672
NONHSAG015671 ENSG00000258699
NONHSAG015671 ENSG00000258752
NONHSAG015672 ENSG00000258699
NONHSAG015672 NONHSAG015671
NONHSAG015672 ENSG00000258752
NONHSAG015673 ENSG00000258380
NONHSAG015674 NONHSAG015679
NONHSAG015674 NONHSAG015683
NONHSAG015674 ENSG00000258792
NONHSAG015674 ENSG00000259053
NONHSAG015674 EFCAB11
NONHSAG015679 NONHSAG015674
NONHSAG015679 ENSG00000258792
NONHSAG015679 ENSG00000259053
NONHSAG015683 NONHSAG015674
NONHSAG015683 ENSG00000259053
NONHSAG015683 EFCAB11
NONHSAG015692 ENSG00000258424
NONHSAG015693 ENSG00000258678
NONHSAG015699 TTC7B
NONHSAG015701 TTC7B
NONHSAG015702 TTC7B
NONHSAG015707 ENSG00000258437
NONHSAG015709 ENSG00000287663
NONHSAG015711 ENSG00000258884
NONHSAG015714 C14orf159
NONHSAG015720 CCDC88C
NONHSAG015721 CCDC88C
NONHSAG015723 ENSG00000258798
NONHSAG015732 ENSG00000260711
NONHSAG015732 CATSPERB
NONHSAG015742 NDUFB1
NONHSAG015745 ENSG00000258481
NONHSAG015756 ENSG00000258742
NONHSAG015757 ENSG00000258499
NONHSAG015774 ENSG00000256357
NONHSAG015783 ENSG00000258933
NONHSAG015787 DICER1
NONHSAG015789 CLMN
NONHSAG015800 ENSG00000258390
NONHSAG015801 NONHSAG015802
NONHSAG015801 ENSG00000270038
NONHSAG015801 ENSG00000258927
NONHSAG015801 ENSG00000259084
NONHSAG015802 ENSG00000270038
NONHSAG015802 NONHSAG015801
NONHSAG015806 ENSG00000257275
NONHSAG015807 ENSG00000258516
NONHSAG015808 ENSG00000250366
NONHSAG015812 ENSG00000258412
NONHSAG015816 BDKRB1
NONHSAG015817 ENSG00000258793
NONHSAG015828 ENSG00000260806
NONHSAG015829 PAPOLA
NONHSAG015833 ENSG00000258702
NONHSAG015835 ENSG00000258979
NONHSAG015837 VRK1
NONHSAG015840 ENSG00000280070
NONHSAG015841 ENSG00000259026
NONHSAG015842 ENSG00000258393
NONHSAG015843 ENSG00000259110
NONHSAG015850 ENSG00000258379
NONHSAG015852 NONHSAG015856
NONHSAG015852 ENSG00000259097
NONHSAG015854 ENSG00000258511
NONHSAG015856 NONHSAG015852
NONHSAG015857 ENSG00000258795
NONHSAG015867 ENSG00000258383
NONHSAG015871 ENSG00000258749
NONHSAG015874 ENSG00000247970
NONHSAG015874 RP11-543C4.1
NONHSAG015875 ENSG00000258672
NONHSAG015878 EVL
NONHSAG015879 ENSG00000258693
NONHSAG015882 ENSG00000258560
NONHSAG015889 NONHSAG015893
NONHSAG015889 ENSG00000258982
NONHSAG015889 RP11-638I2.4
NONHSAG015893 NONHSAG015889
NONHSAG015893 ENSG00000258982
NONHSAG015893 RP11-638I2.4
NONHSAG015895 ENSG00000258904
NONHSAG015897 ENSG00000259052
NONHSAG015899 ENSG00000258504
NONHSAG015902 SLC25A29
NONHSAG015904 NONHSAG015905
NONHSAG015904 ENSG00000258521
NONHSAG015904 ENSG00000258666
NONHSAG015905 ENSG00000258521
NONHSAG015905 NONHSAG015904
NONHSAG015905 ENSG00000258666
NONHSAG015909 ENSG00000258620
NONHSAG015909 WDR25
NONHSAG015910 WDR25
NONHSAG015911 WDR25
NONHSAG015912 ENSG00000259031
NONHSAG015918 ENSG00000258717
NONHSAG015925 NONHSAG015926
NONHSAG015925 ENSG00000258663
NONHSAG015926 NONHSAG015925
NONHSAG015926 ENSG00000258663
NONHSAG015938 ENSG00000230805
NONHSAG015944 ENSG00000258497
NONHSAG015945 ENSG00000258460
NONHSAG015948 ENSG00000259082
NONHSAG015948 ENSG00000259166
NONHSAG015948 RP11-1029J19.2
NONHSAG015954 ENSG00000258404
NONHSAG015954 RP11-1029J19.5
NONHSAG015959 NONHSAG015960
NONHSAG015960 NONHSAG015959
NONHSAG015961 ENSG00000259088
NONHSAG015962 ENSG00000256705
NONHSAG015967 RP11-1017G21.5
NONHSAG015967 RP11-1017G21.6
NONHSAG015967 ENSG00000271780
NONHSAG015967 DYNC1H1
NONHSAG015975 HSP90AA1
NONHSAG015980 CINP
NONHSAG015982 ENSG00000259230
NONHSAG015991 ENSG00000259508
NONHSAG015992 ENSG00000259515
NONHSAG015994 ENSG00000289207
NONHSAG015997 ENSG00000288610
NONHSAG015999 TNFAIP2
NONHSAG016010 SNORA28
NONHSAG016010 EIF5
NONHSAG016016 ENSG00000260285
NONHSAG016018 ENSG00000258851
NONHSAG016019 KLC1
NONHSAG016021 ENSG00000246451
NONHSAG016024 ENSG00000270108
NONHSAG016024 KLC1
NONHSAG016025 ENSG00000269910
NONHSAG016026 ENSG00000269940
NONHSAG016026 KLC1
NONHSAG016028 ENSG00000269958
NONHSAG016028 KLC1
NONHSAG016030 KLC1
NONHSAG016037 ENSG00000258534
NONHSAG016038 CTD-2134A5.3
NONHSAG016038 ENSG00000287346
NONHSAG016043 TDRD9
NONHSAG016047 ASPG
NONHSAG016056 ENSG00000259037
NONHSAG016061 RP11-982M15.7
NONHSAG016061 ENSG00000260792
NONHSAG016061 ENSG00000258736
NONHSAG016063 ENSG00000258858
NONHSAG016068 AKT1
NONHSAG016073 ENSG00000258811
NONHSAG016076 ENSG00000258593
NONHSAG016076 CTD-3051D23.4
NONHSAG016095 PACS2
NONHSAG016097 PACS2
NONHSAG016098 ENSG00000251602
NONHSAG016100 ENSG00000257270
NONHSAG016106 ENSG00000227468
NONHSAG016106 ENSG00000254140
NONHSAG016106 AL928742.12
NONHSAG016106 ENSG00000253364
NONHSAG016106 NONHSAG016112
NONHSAG016106 ENSG00000253701
NONHSAG016106 AL928768.3
NONHSAG016106 ENSG00000289536
NONHSAG016106 NONHSAG016151
NONHSAG016106 IGHV3-47
NONHSAG016106 NONHSAG016164
NONHSAG016106 NONHSAG016108
NONHSAG016106 NONHSAG016125
NONHSAG016106 NONHSAG016111
NONHSAG016108 NONHSAG016106
NONHSAG016109 ENSG00000244620
NONHSAG016109 NONHSAG069063
NONHSAG016109 LINC00226
NONHSAG016109 NONHSAG016118
NONHSAG016109 NONHSAG016155
NONHSAG016111 ENSG00000254140
NONHSAG016111 ENSG00000253364
NONHSAG016111 NONHSAG016112
NONHSAG016111 ENSG00000253701
NONHSAG016111 AL928768.3
NONHSAG016111 ENSG00000289536
NONHSAG016111 NONHSAG016151
NONHSAG016111 IGHV3-47
NONHSAG016111 NONHSAG016164
NONHSAG016111 NONHSAG016125
NONHSAG016111 NONHSAG016106
NONHSAG016112 NONHSAG016106
NONHSAG016112 NONHSAG016111
NONHSAG016118 NONHSAG016109
NONHSAG016125 NONHSAG016106
NONHSAG016125 NONHSAG016111
NONHSAG016151 NONHSAG016106
NONHSAG016151 NONHSAG016111
NONHSAG016155 NONHSAG016109
NONHSAG016164 NONHSAG016106
NONHSAG016164 NONHSAG016111
NONHSAG016196 ENSG00000258410
NONHSAG016198 ENSG00000287122
NONHSAG016199 NONHSAG016201
NONHSAG016199 NONHSAG016200
NONHSAG016199 ENSG00000258654
NONHSAG016200 NONHSAG016199
NONHSAG016200 ENSG00000258654
NONHSAG016201 NONHSAG016199
NONHSAG016201 ENSG00000258654
NONHSAG016213 ENSG00000260409
NONHSAG016216 ENSG00000259383
NONHSAG016226 ENSG00000260986
NONHSAG016229 RP11-32B5.2
NONHSAG016232 ENSG00000247765
NONHSAG016241 ENSG00000284500
NONHSAG016257 NONHSAG016260
NONHSAG016257 ENSG00000274253
NONHSAG016257 NONHSAG016262
NONHSAG016257 NONHSAG016264
NONHSAG016257 NONHSAG016266
NONHSAG016260 NONHSAG016257
NONHSAG016262 NONHSAG016257
NONHSAG016264 NONHSAG016257
NONHSAG016264 NONHSAG016266
NONHSAG016266 NONHSAG016257
NONHSAG016266 NONHSAG016264
NONHSAG016277 ENSG00000260978
NONHSAG016280 ENSG00000261622
NONHSAG016283 PWRN1
NONHSAG016284 PWRN2
NONHSAG016286 PWRN1
NONHSAG016287 PWRN1
NONHSAG016288 RP11-107D24.2
NONHSAG016288 ENSG00000260780
NONHSAG016288 PWRN1
NONHSAG016292 NONHSAG016295
NONHSAG016292 NONHSAG016298
NONHSAG016292 NONHSAG070997
NONHSAG016292 NONHSAG016293
NONHSAG016292 ENSG00000286110
NONHSAG016292 PWRN1
NONHSAG016293 NONHSAG016292
NONHSAG016293 PWRN1
NONHSAG016295 NONHSAG016292
NONHSAG016295 PWRN1
NONHSAG016298 NONHSAG016292
NONHSAG016298 ENSG00000286110
NONHSAG016298 PWRN1
NONHSAG016306 ENSG00000257647
NONHSAG016307 ENSG00000270704
NONHSAG016307 SNORD64
NONHSAG016307 ENSG00000271347
NONHSAG016307 RP11-701H24.7
